iter,lr,train_loss,val_loss,tokens_seen,elapsed_sec
0,0.0,9.269619750976563,9.268676376342773,16384,0.951429361011833
50,0.01,3.954471254348755,3.908593714237213,835584,3.980066020041704
100,0.009938625865312252,3.375890588760376,3.3968140840530396,1654784,7.04318732698448
150,0.009756177587652855,3.235236978530884,3.238907265663147,2473984,10.31089626706671
200,0.009457631880429203,3.1656617641448976,3.1732933640480043,3293184,13.360568545060232
250,0.009051132292283774,3.1074419975280763,3.1052824735641478,4112384,16.660128088085912
300,0.008547767072315835,3.0517156600952147,3.05138703584671,4931584,19.728569371975027
350,0.007961266711550922,2.993423843383789,2.9854910612106322,5750784,23.066045246087015
400,0.007307629410938364,2.9311442375183105,2.940241253376007,6569984,26.15156766306609
450,0.006604684692133597,2.879457139968872,2.8852928280830383,7389184,29.486339049064554
500,0.005871607054625497,2.853719472885132,2.8340300798416136,8208384,32.53579582506791
550,0.005128392945374506,2.8217371463775636,2.8004513144493104,9027584,35.85137209401
600,0.004395315307866405,2.7813783168792723,2.7703248023986817,9846784,38.89843560999725
650,0.0036923705890616384,2.7078692436218263,2.7211559057235717,10665984,42.20961167605128
700,0.0030387332884490802,2.632899284362793,2.688299775123596,11485184,45.298822915996425
750,0.002452232927684166,2.6366631984710693,2.629348433017731,12304384,48.6189942760393
800,0.0019488677077162295,2.6207263469696045,2.597985577583313,13123584,51.66974018001929
850,0.0015423681195707998,2.577217388153076,2.578957176208496,13942784,55.01603741804138
900,0.0012438224123471442,2.5969542503356933,2.5613632798194885,14761984,58.080777332070284
950,0.0010613741346877496,2.588531732559204,2.552623927593231,15581184,61.48299640906043
999,0.0010000246056395179,2.544513702392578,2.525256633758545,16384000,64.49467380007263
