iter,lr,train_loss,val_loss,tokens_seen,elapsed_sec
0,0.0,9.269619750976563,9.268676376342773,16384,0.8767243070760742
10,0.3,31.978364944458008,31.898659038543702,180224,2.027902793022804
20,0.3,33.52665023803711,33.63457717895508,344064,2.9265938530443236
30,0.3,22.706888961791993,22.8668381690979,507904,3.8242334009846672
40,0.3,15.609841918945312,15.580151128768922,671744,4.724475621012971
50,0.3,9.030009078979493,9.055880641937256,835584,5.623617173056118
60,0.3,6.471057415008545,6.4898841381073,999424,6.829269899055362
70,0.3,5.863401985168457,5.8679314136505125,1163264,8.018856556038372
80,0.3,5.728454971313477,5.708758974075318,1327104,9.251062402036041
90,0.3,5.596217060089112,5.602049446105957,1490944,10.440094119054265
100,0.3,5.4686661720275875,5.457278442382813,1654784,11.632092943997122
110,0.3,5.352634143829346,5.371953225135803,1818624,12.823542415047996
120,0.3,5.059374046325684,5.062117743492126,1982464,14.021132718073204
130,0.3,5.0224329948425295,5.036420273780823,2146304,15.207646501017734
140,0.3,4.895182704925537,4.895271801948548,2310144,16.394359573023394
150,0.3,4.336183261871338,4.3502919435501095,2473984,17.580015953979455
160,0.3,4.25337553024292,4.236895322799683,2637824,18.772392224986106
170,0.3,5.7544910430908205,5.749766087532043,2801664,20.280973065062426
180,0.3,8.795637321472167,8.755658054351807,2965504,21.178703051060438
190,0.3,7.149834251403808,7.161424040794373,3129344,22.076828255085275
200,0.3,5.906726360321045,5.86238386631012,3293184,22.974200285039842
210,0.3,4.9956563949584964,4.968041038513183,3457024,23.871840407024138
220,0.3,4.7317911148071286,4.7130516290664675,3620864,24.769826425006613
230,0.3,4.562052059173584,4.565795421600342,3784704,25.669297437067144
240,0.3,4.466159534454346,4.4535363674163815,3948544,26.568576556048356
250,0.3,5.495547962188721,5.498625087738037,4112384,27.46705799002666
260,0.3,5.299844074249267,5.324392700195313,4276224,28.366919710999355
270,0.3,4.838615608215332,4.863797044754028,4440064,29.265076896059327
280,0.3,4.64805383682251,4.64396071434021,4603904,30.164125169045292
290,0.3,4.607281494140625,4.626056408882141,4767744,31.06193850398995
299,0.3,4.818523311614991,4.8583252906799315,4915200,31.913223533076234
