iter,lr,train_loss,val_loss,tokens_seen,elapsed_sec
0,0.0,10.392192363739014,10.392025502522786,16384,1.490770278032869
500,0.000999942195609969,5.612109104792277,5.583997948964437,8208384,37.31288443598896
1000,0.0009979206008271391,5.159551779429118,5.152020327250162,16400384,73.28700289304834
1500,0.0009930236198359386,4.9344368775685625,4.968269522984823,24592384,109.85441626806278
2000,0.0009852826883675631,4.8225624561309814,4.801481898625692,32784384,145.8289735170547
2500,0.0009747474986387655,4.72501802444458,4.686214892069499,40976384,182.52764091698918
3000,0.0009614856803571157,4.63584582010905,4.63351879119873,49168384,218.49685001396574
3500,0.0009455823665781478,4.582028309504191,4.591353623072306,57360384,255.2183424050454
4000,0.0009271396472013283,4.548700253168742,4.550538714726766,65552384,291.22545177699067
4500,0.000906275913613084,4.462661107381185,4.499001010258993,73744384,327.9043604020262
5000,0.000883125098683892,4.4960551261901855,4.470247491200765,81936384,363.90704050904606
5500,0.0008578358169982058,4.467345794041951,4.437711381912232,90128384,400.6024505030364
6000,0.0008305704108364302,4.3985664049784345,4.422161102294922,98320384,436.5790771220345
6500,0.0008015039080331822,4.464764912923177,4.376294819513957,106512384,473.28922809707
7000,0.0007708228984017721,4.357441345850627,4.359986861546834,114704384,509.26683983404655
7500,0.0007387243359375956,4.3380608558654785,4.35086547533671,122896384,545.9687400939874
8000,0.0007054142744895884,4.34934679667155,4.333102957407633,131088384,582.0017067029839
8500,0.0006711065450159846,4.304896116256714,4.313693904876709,139280384,618.6707571579609
9000,0.0006360213829156176,4.312622626622518,4.293640232086181,147472384,654.6641842050012
9500,0.0006003840142464886,4.272631804148356,4.26851585706075,155664384,691.390601671068
10000,0.000564423209907245,4.246520280838013,4.259299246470134,163856384,727.374016250018
10500,0.0005283698170628707,4.218396186828613,4.237280082702637,172048384,764.0665878100554
11000,0.0004924552772419723,4.227283477783203,4.231586694717407,180240384,800.0751536110183
11500,0.0004569101406185991,4.217924992243449,4.203765360514323,188432384,836.8120121880202
12000,0.0004219625860160354,4.215565284093221,4.205803934733073,196624384,872.8245638160734
12500,0.00038783695613326595,4.192266782124837,4.185083548227946,204816384,908.8559175910195
13000,0.00035475231739709885,4.153170903523763,4.159785540898641,213008384,944.8814367119921
13500,0.00032292105368484443,4.130450963973999,4.165305471420288,221200384,981.6010095280362
14000,0.0002925475029450237,4.126973072687785,4.148055251439413,229392384,1016.856420725002
14500,0.0002638266454681952,4.149163325627645,4.10834166208903,237584384,1053.6279787260573
15000,0.00023694285222843113,4.104936838150024,4.098963769276937,245776384,1089.6477887610672
15500,0.00021206870133035007,4.123461882273356,4.122920068105062,253968384,1126.3504820939852
16000,0.0001893638701594194,4.094250162442525,4.100252970059713,262160384,1161.6081152929692
16500,0.00016897411034727213,4.10574992497762,4.089278252919515,270352384,1197.608942053048
17000,0.00015103031213214996,4.076604882876079,4.065073013305664,278544384,1233.625719144009
17500,0.00013564766412073532,4.055881063143413,4.064911850293478,286736384,1270.320507370052
18000,0.00012292491384519912,4.091572523117065,4.086866807937622,294928384,1306.3558010669658
18500,0.00011294373386225633,4.031219442685445,4.055457290013631,303120384,1342.354431087966
19000,0.00010576819746349748,4.0646999677022295,4.049795905749003,311312384,1378.4200469000498
19500,0.00010144436736262793,4.060665766398112,4.037032103538513,319504384,1415.0946098410059
19999,0.00010000000578056273,4.0508731206258135,4.039909569422404,327680000,1451.094915149035
