iter,lr,train_loss,val_loss,tokens_seen,elapsed_sec
0,0.0,9.269619750976563,9.268676376342773,16384,0.9492097289767116
100,0.003,3.104396677017212,3.1556809663772585,1654784,6.319977274979465
200,0.0029815877595936752,2.6951011657714843,2.6377754688262938,3293184,11.76506970403716
300,0.0029268532762958565,2.4280797481536864,2.412377965450287,4931584,17.4306419120403
400,0.00283728956412876,2.305141878128052,2.305734133720398,6569984,22.872962075984105
500,0.0027153396876851317,2.185108280181885,2.201762783527374,8208384,28.59883681300562
600,0.0025643301216947507,2.137211561203003,2.163473355770111,9846784,34.02722286095377
700,0.0023883800134652765,2.065453863143921,2.0551563024520876,11485184,39.75436763302423
800,0.002192288823281509,1.9930822610855103,2.0239861845970153,13123584,45.1807667609537
900,0.001981405407640079,1.9734415531158447,1.9845200657844544,14761984,50.89132752304431
1000,0.0017614821163876488,1.9430436134338378,1.9099634766578675,16400384,56.33694537798874
1100,0.0015385178836123518,1.9205384731292725,1.8887400448322296,18038784,62.04023986496031
1200,0.0013185945923599213,1.8657536029815673,1.8548339545726775,19677184,67.4927817400312
1300,0.0011077111767184913,1.8271263360977172,1.8217372238636016,21315584,73.25288459297735
1400,0.0009116199865347239,1.7974072217941284,1.791187858581543,22953984,78.70499277603813
1500,0.0007356698783052498,1.7494258642196656,1.7584378182888032,24592384,84.43441255996004
1600,0.0005846603123148688,1.699344229698181,1.7570736348628997,26230784,89.88113225600682
1700,0.0004627104358712399,1.7300735235214233,1.7364410579204559,27869184,95.64582781505305
1800,0.00037314672370414325,1.733921217918396,1.7060297966003417,29507584,101.10550824494567
1900,0.00031841224040632485,1.7201022386550904,1.7144167125225067,31145984,106.86011689400766
1999,0.0003000018454242252,1.686518907546997,1.6799367606639861,32768000,111.94152519898489
