iter,lr,train_loss,val_loss,tokens_seen,elapsed_sec
0,0.0,9.268677393595377,9.268681176503499,32768,1.859424564987421
250,0.001498426419203614,2.461845596631368,2.4434093475341796,8224768,28.000941548030823
500,0.001444117628516181,2.0603424310684204,2.060858869552612,16416768,54.251799155958
750,0.0013183142758877338,1.8950482606887817,1.905899425347646,24608768,80.75424953503534
1000,0.0011355439004685278,1.8163267374038696,1.812175985177358,32800768,107.04287472798023
1250,0.0009169124881399664,1.7341495951016743,1.7385393500328064,40992768,133.61029441992287
1500,0.0006876671911894723,1.6961743831634521,1.6858699639638266,49184768,159.88860353198834
1750,0.0004742808337260823,1.6443621516227722,1.6524918754895528,57376768,186.5215337720001
2000,0.0003013948787745167,1.6206209063529968,1.606252336502075,65568768,212.82116827892605
2250,0.00018897387756979623,1.565065046151479,1.5826210260391236,73760768,239.42235880799126
2499,0.00015000062967693143,1.5586031874020894,1.5744911829630535,81920000,265.60174493293744
