iter,lr,train_loss,val_loss,tokens_seen,elapsed_sec
0,0.0,9.269228458404541,9.267862033843993,8192,0.7768612030195072
250,0.0009997590643643646,2.9886698722839355,2.9237046241760254,2056192,6.857373115024529
500,0.0009913533761814538,2.51563568909963,2.4880593538284304,4104192,13.063869121018797
750,0.0009711576670407966,2.334349433581034,2.32529931863149,6152192,19.453107425011694
1000,0.0009397114317029974,2.210469126701355,2.219278073310852,8200192,25.600761650013737
1250,0.0008978547040132316,2.12734846274058,2.1308201710383097,10248192,32.09999888797756
1500,0.000846705616795031,2.035983443260193,2.0521034002304077,12296192,38.26484535902273
1750,0.0007876305327926657,2.012663741906484,2.003145869572957,14344192,44.71099928498734
2000,0.0007222075445642905,1.9495087067286174,1.9638945619265238,16392192,50.89629636704922
2250,0.000652184318365468,1.9490901231765747,1.897047221660614,18440192,57.34173574496526
2500,0.0005794314081535645,1.883307953675588,1.8753716667493185,20488192,63.50855019094888
2750,0.0005058922868516978,1.85032453139623,1.8560999671618144,22536192,69.98719956702553
3000,0.0004335314297038657,1.8667967716852825,1.8359852234522502,24584192,76.15691201994196
3250,0.00036428183658802237,1.803718090057373,1.7946744998296102,26632192,82.60571101401001
3500,0.00029999339514117897,1.8048856258392334,1.7863441785176595,28680192,88.7830301199574
3750,0.000242383464089708,1.7083085378011067,1.7446889519691466,30728192,95.2588849440217
4000,0.00019299099686894414,1.7141686081886292,1.7380141735076904,32776192,101.47092318802606
4250,0.0001531354310432403,1.7505071957906086,1.7118446111679078,34824192,107.92541564896237
4500,0.0001238814417272025,1.7275226910909016,1.7049686392148335,36872192,114.09002452995628
4750,0.00010601050056180446,1.7308194041252136,1.706997028986613,38920192,120.56175833696034
4999,0.00010000009638285205,1.7191727956136067,1.6664995431900025,40960000,126.39588417904451
