iter,lr,train_loss,val_loss,tokens_seen,elapsed_sec
0,0.0,9.269059181213379,9.269066381454468,32768,1.4758154969895259
250,0.001499638596546547,2.473795032501221,2.449451446533203,8224768,27.235783902928233
500,0.0014870300642721805,2.058454751968384,2.059791016578674,16416768,53.08976440492552
750,0.0014567365005611948,1.9148379802703857,1.9046863675117494,24608768,79.2376469009323
1000,0.001409567147554496,1.8435945749282836,1.8313883244991302,32800768,105.14135509496555
1250,0.0013467820560198473,1.7648613929748536,1.7693916141986847,40992768,131.38851867895573
1500,0.0012700584251925464,1.7156926393508911,1.7178425312042236,49184768,157.2658592199441
1750,0.0011814457991889983,1.7126847743988036,1.6691016376018524,57376768,183.45914370089304
2000,0.0010833113168464358,1.6578153848648072,1.6505743205547332,65568768,209.3518928718986
2250,0.000978276477548202,1.6025909900665283,1.622756540775299,73760768,235.60577917599585
2500,0.0008691471122303468,1.586599588394165,1.6085878491401673,81952768,261.4941866649315
2750,0.0007588384302775465,1.5848393201828004,1.5650572061538697,90144768,287.73485887795687
3000,0.0006502971445557985,1.5468043565750123,1.5457340359687806,98336768,313.6106420409633
3250,0.0005464227548820336,1.5086793184280396,1.5362405180931091,106528768,339.84222351189237
3500,0.00044999009271176843,1.504848551750183,1.5217101335525514,114720768,365.7315606729826
3750,0.000363575196134562,1.4998895645141601,1.498837512731552,122912768,391.92777962295804
4000,0.00028948649530341616,1.4831352710723877,1.4854068994522094,131104768,417.806166396942
4250,0.0002297031465648604,1.479765272140503,1.4858914375305177,139296768,444.0070637759054
4500,0.00018582216259080373,1.4602859497070313,1.4682367622852326,147488768,469.55491501500364
4750,0.00015901575084270668,1.4389382362365724,1.4614313542842865,155680768,495.8243636469124
4999,0.00015000014457427807,1.4381779432296753,1.4618198215961455,163840000,521.6252350489376
