iter,lr,train_loss,val_loss,tokens_seen,elapsed_sec
0,0.0,9.269076029459635,9.268541399637858,16384,1.1122494749724865
500,0.000999942195609969,2.412734786669413,2.413251209259033,8208384,25.412860853015445
1000,0.0009979206008271391,2.0320690870285034,2.0495166500409443,16400384,49.81502519000787
1500,0.0009930236198359386,1.90526549021403,1.9228593190511067,24592384,74.46192191401497
2000,0.0009852826883675631,1.823950707912445,1.8472687005996704,32784384,98.88185740902554
2500,0.0009747474986387655,1.744822104771932,1.790652080376943,40976384,123.59044864296447
3000,0.0009614856803571157,1.7667106191317241,1.7546698212623597,49168384,148.00436835200526
3500,0.0009455823665781478,1.7045588493347168,1.7198976039886475,57360384,172.7235204350436
4000,0.0009271396472013283,1.7039483586947124,1.7022107124328614,65552384,197.14930308202747
4500,0.000906275913613084,1.6507805983225505,1.655167019367218,73744384,221.8505558889592
5000,0.000883125098683892,1.6214148203531902,1.6474696755409242,81936384,246.2821033069631
5500,0.0008578358169982058,1.6332076986630757,1.6272434314092001,90128384,271.0030776549829
6000,0.0008305704108364302,1.5954534610112507,1.6167774359385172,98320384,295.4240030730143
6500,0.0008015039080331822,1.5902294317881267,1.5857667684555055,106512384,320.2028336119838
7000,0.0007708228984017721,1.587270478407542,1.581471355756124,114704384,344.63615946203936
7500,0.0007387243359375956,1.5554108222325642,1.5710076252619425,122896384,369.35889534198213
8000,0.0007054142744895884,1.5502114494641621,1.5523028254508973,131088384,393.79249762697145
8500,0.0006711065450159846,1.5433342258135478,1.548914651075999,139280384,418.52123599499464
9000,0.0006360213829156176,1.517638385295868,1.531977689266205,147472384,442.9598153149709
9500,0.0006003840142464886,1.5337007840474446,1.5141507109006247,155664384,467.6768358609406
10000,0.000564423209907245,1.508025546868642,1.5172415455182393,163856384,492.13694021699484
10500,0.0005283698170628707,1.4905244906743367,1.5036995967229208,172048384,516.5676405150443
11000,0.0004924552772419723,1.4443870584170024,1.4908927083015442,180240384,540.9873103089631
11500,0.0004569101406185991,1.439397354920705,1.4876142263412475,188432384,565.7300781370141
12000,0.0004219625860160354,1.4528316259384155,1.477740434805552,196624384,590.1948269630084
12500,0.00038783695613326595,1.461388369401296,1.4633679946263631,204816384,614.9553875579732
13000,0.00035475231739709885,1.4182251890500386,1.459068783124288,213008384,639.3881474790396
13500,0.00032292105368484443,1.444153885046641,1.4482259114583333,221200384,664.1319658840075
14000,0.0002925475029450237,1.4476283192634583,1.4465257008870442,229392384,688.5938225690043
14500,0.0002638266454681952,1.4442977507909138,1.4366331775983174,237584384,713.3129339049337
15000,0.00023694285222843113,1.426651696364085,1.4342073837916056,245776384,737.7465601139702
15500,0.00021206870133035007,1.398841679096222,1.4244929949442546,253968384,762.4705588000361
16000,0.0001893638701594194,1.436280091603597,1.406533988316854,262160384,786.9004821550334
16500,0.00016897411034727213,1.409718910853068,1.4128470579783121,270352384,811.606174968998
17000,0.00015103031213214996,1.4098926186561584,1.4159995873769124,278544384,835.7272959019756
17500,0.00013564766412073532,1.4197821219762166,1.4005496621131897,286736384,860.1768302599667
18000,0.00012292491384519912,1.3679164846738179,1.4083487311999003,294928384,884.608734527952
18500,0.00011294373386225633,1.3788792689641316,1.3846311052640279,303120384,909.0542487669736
19000,0.00010576819746349748,1.3908215562502544,1.4000539183616638,311312384,933.5031114009907
19500,0.00010144436736262793,1.376279056072235,1.4025959968566895,319504384,957.9338270820444
19999,0.00010000000578056273,1.4080119132995605,1.3730130076408387,327680000,982.0057386489352
